EquableClassID,State,Retirement System Name,Plan_Name,Occupation,Occupation_Categories,Class_Name,Tier_HireDates,Plan_Type ,"DB COLA, Amount Provisions","DB COLA, Accumulation Provision (Simple = 0, Compounding = 1)","DB COLA, Policy Provisions",COLA_Amount,"DB COLA, Distribution Provision (Automatic, Ad Hoc, Specially Funded Account, No Provision)","Risk-Sharing Tool Related to Benefits (No = 0, Yes = 1)",Risk-Sharing Tool Details,Social Security Coverage,"Choice Structure (Mandatory = 0, Opt-Out = 1, Opt-In = 2)",Choices Available (by Plan ID),"DC Default into Target Date Funds or Target Retirement Funds (Depends on Provider = 0, Yes = 1, No = 2)",GR Crediting/Interest Rate,FAS Benefit Supplement Binary,Legacy_Plan,Municipal_Plan,Annuity_Access
37030230,Oklahoma,Oklahoma Public Employees Retirement System,Oklahoma Pathfinder Defined Contribution Plan,state elected officials,State Elected Officials,OK PERS DC Elected,"hired on or after November 1, 2015",DC,,,,,,0,DC Plan Has No Risk,Yes,0,,0,,0,0,0,0
37030330,Oklahoma,Oklahoma Public Employees Retirement System,Oklahoma Pathfinder Defined Contribution Plan,state and local public safety employees,"State Public Safety Employees, Local Public Safety Employees",OK PERS DC Hazardous,"hired on or after November 1, 2015",DC,,,,,,0,DC Plan Has No Risk,Yes,0,,0,,0,0,0,0
37040100,Oklahoma,Oklahoma Teachers Retirement System,Oklahoma Teachers' Retirement System,public school teachers,Public School Teachers,OK TRS,"hired on or after November 1, 2011",FAS,No COLA (currently suspended),0,No COLA,0,Ad Hoc,0,,Yes,0,,,,0,0,0,
38010190,Oregon,Oregon Public Employees’ Retirement System,Oregon Public Employees' Retirement System,state and local general employees,"State General Employees, Local General Employees",OPSRP General,"hired on or after August 28, 2003",Hybrid,"Fixed 1.25%, simple",0,Fixed,0.0125,Automatic,1,Hybrid Plan,Yes,0,,1,,1,0,0,
38010290,Oregon,Oregon Public Employees’ Retirement System,Oregon Public Employees' Retirement System,public school teachers,Public School Teachers,OPSRP School District ,"hired on or after August 28, 2003",Hybrid,"Fixed 1.25%, simple",0,Fixed,0.0125,Automatic,1,Hybrid Plan,Yes,0,,1,,1,0,0,
38010390,Oregon,Oregon Public Employees’ Retirement System,Oregon Public Employees' Retirement System,state and local police and firefighters,"State Police and Firefighters, Local Police and Firefighters",OPSRP Police & Fire,"hired on or after August 28, 2003",Hybrid,"Fixed 1.25%, simple",0,Fixed,0.0125,Automatic,1,Hybrid Plan,Yes,0,,1,,1,0,0,
39010130,Pennsylvania,Pennsylvania Public School Employees’ Retirement System,Pennsylvania Public School Employees’ Retirement System - Defined Contribution Plan ,public school teachers,Public School Teachers,PA PSERS DC,"hired on or after July 1, 2019",DC,,,,,,0,DC Plan Has No Risk,Yes,2,"39010191, 39010192",1,,0,0,0,1
39010191,Pennsylvania,Pennsylvania Public School Employees’ Retirement System,Pennsylvania Public School Employees’ Retirement System,public school teachers,Public School Teachers,PA PSERS Class T-G,"hired on or after July 1, 2019",Hybrid,No COLA,0,No COLA,0,Ad Hoc,1,Hybrid Plan,Yes,1,"39010130, 39010192",1,,0,0,0,
39010192,Pennsylvania,Pennsylvania Public School Employees’ Retirement System,Pennsylvania Public School Employees’ Retirement System,public school teachers,Public School Teachers,PA PSERS Class T-H,"hired on or after July 1, 2019",Hybrid,No COLA,0,No COLA,0,Ad Hoc,1,Hybrid Plan,Yes,2,"39010130, 39010191",1,,0,0,0,
39020130,Pennsylvania,Pennsylvania State Employees’ Retirement System,Pennsylvania State Employees’ Retirement System - Defined Contribution Plan,state public safety employees,State Public Safety Employees,PA SERS DC General,"hired on or after January 1, 2019",DC,,,,,,0,DC Plan Has No Risk,Yes,2,"39020191, 39020192",1,,0,0,0,0
39020191,Pennsylvania,Pennsylvania State Employees’ Retirement System,Pennsylvania State Employees’ Retirement System,state general employees,State General Employees,PA SERS Class A-5 General,"hired on or after January 1, 2019",Hybrid,No COLA,0,No COLA,0,Ad Hoc,1,Hybrid Plan,Yes,1,"39020130, 39020192",1,,1,0,0,
39020192,Pennsylvania,Pennsylvania State Employees’ Retirement System,Pennsylvania State Employees’ Retirement System,state public safety employees,State Public Safety Employees,PA SERS Class A-6 General,"hired on or after January 1, 2019",Hybrid,No COLA,0,No COLA,0,Ad Hoc,1,Hybrid Plan,Yes,2,"39020130, 39020191",1,,1,0,0,
39020230,Pennsylvania,Pennsylvania State Employees’ Retirement System,Pennsylvania State Employees’ Retirement System - Defined Contribution Plan,state police,State Police,PA SERS DC State Police,"hired on or after January 1, 2019",DC,,,,,,0,DC Plan Has No Risk,Yes,2,"39020291, 39020292",1,,1,0,0,0
39020291,Pennsylvania,Pennsylvania State Employees’ Retirement System,Pennsylvania State Employees’ Retirement System,state police,State Police,PA SERS Class A-5 State Police,"hired on or after January 1, 2019",Hybrid,No COLA,0,No COLA,0,Ad Hoc,1,Hybrid Plan,Yes,1,"39020230, 39020292",1,,1,0,0,
39020292,Pennsylvania,Pennsylvania State Employees’ Retirement System,Pennsylvania State Employees’ Retirement System,state police,State Police,PA SERS Class A-6 State Police,"hired on or after January 1, 2019",Hybrid,No COLA,0,No COLA,0,Ad Hoc,1,Hybrid Plan,Yes,2,"39020230, 39020291",1,,1,0,0,
39020330,Pennsylvania,Pennsylvania State Employees’ Retirement System,Pennsylvania State Employees’ Retirement System - Defined Contribution Plan,state elected officials,State Elected Officials,PA SERS DC Elected,"hired on or after January 1, 2019",DC,,,,,,0,DC Plan Has No Risk,Yes,2,"39020391, 39020392",1,,1,0,0,0
39020391,Pennsylvania,Pennsylvania State Employees’ Retirement System,Pennsylvania State Employees’ Retirement System,state elected officials,State Elected Officials,PA SERS Class A-5 Elected,"hired on or after January 1, 2019",Hybrid,No COLA,0,No COLA,0,Ad Hoc,1,Hybrid Plan,Yes,1,"39020330, 39020392",1,,1,0,0,
39020392,Pennsylvania,Pennsylvania State Employees’ Retirement System,Pennsylvania State Employees’ Retirement System,state elected officials,State Elected Officials,PA SERS Class A-6 Elected,"hired on or after January 1, 2019",Hybrid,No COLA,0,No COLA,0,Ad Hoc,1,Hybrid Plan,Yes,2,"39020330, 39020391",1,,1,0,0,
40010190,Rhode Island,Rhode Island Employees Retirement System,Employees’ Retirement System of Rhode Island - State Employees,state general employees,State General Employees,RI ERSRI State General,"hired on or after July 1, 2012",Hybrid,"Up to 3.5%, simple",0,Linked to inflation and funded status,0.02625,Automatic,1,Hybrid Plan,Yes,0,,1,,1,0,0,
40010290,Rhode Island,Rhode Island Employees Retirement System,Employees’ Retirement System of Rhode Island - State Employees,correctional officers,Correctional Officers,RI ERSRI State Correctional,"hired on or after July 1, 2012",Hybrid,"Up to 3.5%, simple",0,Linked to inflation and funded status,0.02625,Automatic,1,Hybrid Plan,Yes,0,,1,,1,0,0,
40010390,Rhode Island,Rhode Island Employees Retirement System,Employees’ Retirement System of Rhode Island - Teachers,public school teachers,Public School Teachers,RI ERSRI Teachers,"hired on or after July 1, 2012",Hybrid,"Up to 3.5%, simple",0,Linked to inflation and funded status,0.02625,Automatic,1,Hybrid Plan,Yes,0,,1,,1,0,0,
40020190,Rhode Island,Rhode Island Municipal Employees' Retirement System,Municipal Employees’ Retirement System of Rhode Island,local general employees,Local General Employees,RI MERS General,"hired on or after July 1, 2012",Hybrid,"Up to 3.5%, simple",0,Linked to inflation and funded status,0.02625,Automatic,1,Hybrid Plan,Yes,0,,1,,1,0,0,
40020290,Rhode Island,Rhode Island Municipal Employees' Retirement System,Municipal Employees’ Retirement System of Rhode Island,local police and firefighters,Local Police and Firefighters,RI MERS Police & Fire,"hired on or after July 1, 2012",Hybrid,"Up to 3.5%, simple",0,Linked to inflation and funded status,0.02625,Automatic,1,Hybrid Plan,No,0,,1,,1,0,0,
41010103,South Carolina,South Carolina Police Officers’ Retirement System,South Carolina Police Officers' Retirement System,state police,State Police,SC PORS,"hired on or after July 1, 2012",FAS,"Fixed 1%, simple",0,Fixed,0.01,Automatic,0,,Yes,0,,,,1,0,0,
41020103,South Carolina,South Carolina Retirement System,South Carolina Retirement System,state and local general employees,"State General Employees, Local General Employees",SC RS Pension General Class 3,"hired on or after July 1, 2012",FAS,"Fixed 1%, simple",0,Fixed,0.01,Automatic,0,,Yes,1,41020130,,,1,0,0,
41020130,South Carolina,South Carolina Retirement System,South Carolina Optional Retirement Plan,state and local general employees,"State General Employees, Local General Employees",SC RS DC General,"hired on or after July 1, 2012 ",DC,,,,,,0,DC Plan Has No Risk,Yes,2,41020103,2,,1,0,0,0
41020203,South Carolina,South Carolina Retirement System,South Carolina Retirement System,public school teachers,Public School Teachers,SC RS Pension Teachers Class 3,"hired on or after July 1, 2012",FAS,"Fixed 1%, simple",0,Fixed,0.01,Automatic,0,,Yes,1,41020230,,,1,0,0,
41020230,South Carolina,South Carolina Retirement System,South Carolina Optional Retirement Plan,public school teachers,Public School Teachers,SC RS DC Teachers,"hired on or after July 1, 2012 ",DC,,,,,,0,DC Plan Has No Risk,Yes,2,41020203,2,,1,0,0,0
42010190,South Dakota,South Dakota Retirement System,South Dakota Retirement System - Generational Plan,public school teachers,Public School Teachers,SD RS Generational Plan Teachers,"hired on or after July 1, 2017",Hybrid,"Up to 3.5%, simple",0,Linked to inflation and funded status,0.02625,Automatic,1,Hybrid Plan with Auto-Adjusted COLA Pegged to Funded Status,Yes,0,,1,,1,0,0,
42010290,South Dakota,South Dakota Retirement System,South Dakota Retirement System - Generational Plan,state general employees,State General Employees,SD RS Generational Plan General,"hired on or after July 1, 2017",Hybrid,"Up to 3.5%, simple",0,Linked to inflation and funded status,0.02625,Automatic,1,Hybrid Plan with Auto-Adjusted COLA Pegged to Funded Status,Yes,0,,1,,1,0,0,
42010390,South Dakota,South Dakota Retirement System,South Dakota Retirement System - Generational Plan,state public safety employees,State Public Safety Employees,SD RS Generational Plan Public Safety,"hired on or after July 1, 2017",Hybrid,"Up to 3.5%, simple",0,Linked to inflation and funded status,0.02625,Automatic,1,Hybrid Plan with Auto-Adjusted COLA Pegged to Funded Status,Yes,0,,1,,1,0,0,
43010190,Tennessee,Tennessee Consolidated Retirement System,Tennessee State and Higher Education Employee Retirement Plan - General Employees,state and local general employees,"State General Employees, Local General Employees",TN PERP General,"hired on or after July 1, 2014",Hybrid,"Up to 3%, compounded",1,Linked to inflation,0.0225,Automatic,1,Hybrid Plan,Yes,0,,1,,0,0,0,
43010290,Tennessee,Tennessee Consolidated Retirement System,Tennessee State and Higher Education Employee Retirement Plan - Public Safety Officer Bridge Payments,state and local public safety employees,"State Public Safety Employees, Local Public Safety Employees",TN PERP Public Safety,"hired on or after July 1, 2014",Hybrid,"Up to 3%, compounded",1,Linked to inflation,0.0225,Automatic,1,Hybrid Plan,Yes,0,,1,,0,0,0,
43010390,Tennessee,Tennessee Consolidated Retirement System,Tennessee State and Higher Education Employee Retirement Plan - State Judges,judges,Judges,TN PERP Judges,"hired on or after July 1, 2014",Hybrid,"Up to 3%, compounded",1,Linked to inflation,0.0225,Automatic,1,Hybrid Plan,Yes,0,,1,,0,0,0,
43020190,Tennessee,Tennessee Consolidated Retirement System,Tennessee Teacher Retirement Plan,public school teachers,Public School Teachers,TN TRP Hybrid,"hired on or after July 1, 2014",Hybrid,"Up to 3%, compounded",1,Linked to inflation,0.0225,Automatic,1,Hybrid Plan,Yes,0,,1,,0,0,0,
44010161,Texas,Texas County & District Retirement System,Texas County & District Retirement System,local general employees,Local General Employees,TX CDRS General High Credit,hired after 1967,GR,Ad hoc amount,0,Linked to inflation,,Ad Hoc,1,Return Upside Share,Mixed,0,,,0.07,0,0,0,
44010162,Texas,Texas County & District Retirement System,Texas County & District Retirement System,local general employees,Local General Employees,TX CDRS General Low Credit,hired after 1967,GR,Ad hoc amount,0,Linked to inflation,,Ad Hoc,1,Return Upside Share,Mixed,0,,,0.07,0,0,0,
44010261,Texas,Texas County & District Retirement System,Texas County & District Retirement System,local police and firefighters,Local Police and Firefighters,TX CDRS Police & Fire High Credit,hired after 1967,GR,Ad hoc amount,0,Linked to inflation,,Ad Hoc,1,Return Upside Share,Mixed,0,,,0.07,0,0,0,
44010262,Texas,Texas County & District Retirement System,Texas County & District Retirement System,local police and firefighters,Local Police and Firefighters,TX CDRS Police & Fire Low Credit,hired after 1967,GR,Ad hoc amount,0,Linked to inflation,,Ad Hoc,1,Return Upside Share,Mixed,0,,,0.07,0,0,0,
44020100,Texas,Texas Employees Retirement System,Texas Employees Retirement Fund,state general employees,State General Employees,TX ERS General,"hired on or after September 1, 2013",FAS,Ad hoc amount,0,Ad hoc,0,Ad Hoc,0,Ad Hoc COLA Linked to Funded Status Not Defined as Risk-Sharing,Mixed,0,,,,1,0,0,
44020200,Texas,Texas Employees Retirement System,Texas Employees Retirement Fund,state elected officials,State Elected Officials,TX ERS Legislators,"hired on or after September 1, 2013",FAS,Ad hoc amount,0,Ad hoc,0,Ad Hoc,0,Ad Hoc COLA Linked to Funded Status Not Defined as Risk-Sharing,Mixed,0,,,,1,0,0,
44020300,Texas,Texas Employees Retirement System,Texas Employees Retirement Fund,state elected officials,State Elected Officials,TX ERS Elected Officials,"hired on or after September 1, 2013",FAS,Ad hoc amount,0,Ad hoc,0,Ad Hoc,0,Ad Hoc COLA Linked to Funded Status Not Defined as Risk-Sharing,Mixed,0,,,,1,0,0,
44020400,Texas,Texas Employees Retirement System,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,state police,State Police,TX LECOS,"hired on or after September 1, 2013",FAS,Ad hoc amount,0,Ad hoc,0,Ad Hoc,0,Ad Hoc COLA Linked to Funded Status Not Defined as Risk-Sharing,Mixed,0,,,,1,0,0,
44030161,Texas,Texas Municipal Retirement System,Texas Municipal Retirement System,local general employees,Local General Employees,TX MRS General High Credit,hired after 1947,GR,"70% of increase in CPI, compounded",1,Linked to inflation,0,Automatic,1,Return Upside Share,Mixed,0,,,0.05,0,0,0,
44030162,Texas,Texas Municipal Retirement System,Texas Municipal Retirement System,local general employees,Local General Employees,TX MRS General Low Credit,hired after 1947,GR,"70% of increase in CPI, compounded",1,Linked to inflation,0,Automatic,1,Return Upside Share,Mixed,0,,,0.05,0,0,0,
44030261,Texas,Texas Municipal Retirement System,Texas Municipal Retirement System,local police and firefighters,Local Police and Firefighters,TX MRS Police & Fire High Credit,hired after 1947,GR,"70% of increase in CPI, compounded",1,Linked to inflation,0,Automatic,1,Return Upside Share,Mixed,0,,,0.05,0,0,0,
44030262,Texas,Texas Municipal Retirement System,Texas Municipal Retirement System,local police and firefighters,Local Police and Firefighters,TX MRS Police & Fire Low Credit,hired after 1947,GR,"70% of increase in CPI, compounded",1,Linked to inflation,0,Automatic,1,Return Upside Share,Mixed,0,,,0.05,0,0,0,
44040100,Texas,Texas Teachers Retirement System,Texas Teachers Retirement System,public school teachers,Public School Teachers,TX TRS,"hired on or after September 1, 2007",FAS,Ad hoc amount,0,Ad hoc,0,Ad Hoc,0,Ad Hoc COLA Linked to Funded Status Not Defined as Risk-Sharing,No,0,,,,0,0,0,
